spectral_axis,intensity,uncertainty
5464.5,461.111694,461.35141
5465.97,443.21283,444.896637
5467.44,406.355011,408.67099
5468.91,424.341034,428.690613
5470.38,420.19104,423.156097
5471.85,413.696289,410.248352
5473.32,455.689819,451.161896
5474.79,453.359924,451.278717
5476.26,456.960999,461.254211
5477.73,429.049774,426.205719
5479.2,418.854034,416.854553
5480.67,457.079041,461.386383
5482.14,468.090088,470.251038
5483.61,507.615082,509.68927
5485.07,520.381226,519.578918
5486.54,481.760681,481.676422
5488.01,479.567596,480.804779
5489.48,482.910431,487.331665
5490.95,440.17923,441.66507
5492.42,417.619415,413.729919
5493.89,443.117798,440.81958
5495.36,440.3992,445.46933
5496.83,455.53006,462.441376
5498.3,423.348358,432.134979
5499.77,432.27475,436.894623
5501.24,479.047974,476.987854
5502.71,448.793152,444.074493
5504.18,472.213226,463.892029
5505.65,473.553864,474.740021
5507.12,451.009155,451.423767
5508.59,478.713409,469.338654
5510.06,458.105896,458.157928
5511.53,428.013733,430.293304
5513,456.119049,453.845642
5514.47,460.771729,459.026672
5515.94,467.387207,463.565338
5517.41,452.953369,450.975281
5518.88,430.81189,434.408356
5520.35,438.351379,443.12558
5521.82,437.765137,435.731628
5523.29,434.093903,429.762817
5524.76,406.335449,408.288605
5526.23,408.796204,409.402771
5527.7,448.549896,436.55719
5529.17,404.168091,399.314789
5530.64,411.159943,409.604004
5532.11,464.274414,457.104156
5533.58,442.466064,446.137573
5535.05,407.817932,413.7229
5536.52,443.0289,443.866913
5537.99,420.956024,426.401459
5539.46,434.266632,438.735077
5540.93,490.083893,487.939117
5542.4,496.753357,497.934845
5543.87,434.914124,433.427856
5545.34,439.048126,435.457092
5546.81,488.473236,489.909149
5548.28,458.061493,458.634827
5549.75,459.733826,462.155243
5551.22,488.685791,493.56427
5552.69,469.098755,469.768311
5554.16,456.622284,460.161682
5555.63,466.470581,475.237762
5557.1,438.107391,437.993195
5558.57,427.853027,428.797485
5560.04,454.780823,453.840363
5561.51,477.573944,478.015228
5562.98,470.615204,467.19812
5564.45,462.933014,460.192963
5565.92,451.83606,458.859802
5567.39,484.789612,491.561859
5568.86,508.919617,505.945526
5570.33,495.397766,493.69046
5571.8,487.309692,487.91684
5573.27,483.396118,486.871887
5574.74,508.879822,517.286987
5576.21,468.301483,473.348785
5577.68,512.280334,510.145203
5579.15,415.385956,384.052185
5580.62,515.037781,518.291748
5582.09,476.434357,469.823883
5583.56,474.244629,468.658997
5585.02,478.85675,485.003021
5586.49,483.684204,484.451385
5587.96,445.312225,444.812714
5589.43,447.44281,443.108398
5590.9,486.357086,486.56366
5592.37,431.74176,434.758179
5593.84,436.858246,438.331573
5595.31,454.202301,456.895874
5596.78,447.502014,448.47522
5598.25,505.770508,510.697296
5599.72,481.27063,484.374664
5601.19,424.189087,426.335083
5602.66,421.958618,424.960388
5604.13,485.827606,486.327026
5605.6,457.458832,448.957306
5607.07,436.717316,439.796173
5608.54,454.860016,458.309906
5610.01,504.211395,501.131012
5611.48,465.233734,462.458984
5612.95,493.091675,494.879242
5614.42,474.094482,476.105927
5615.89,478.798645,484.148834
5617.36,466.794861,473.022736
5618.83,482.846252,486.110413
5620.3,447.152374,449.14624
5621.77,539.665039,539.737976
5623.24,538.491821,540.057495
5624.71,558.838074,555.979431
5626.18,457.463318,453.317078
5627.65,428.968292,430.181854
5629.12,447.694366,447.960937
5630.59,456.446014,455.389801
5632.06,499.697388,503.503845
5633.53,497.051514,497.287842
5635,453.358734,459.034821
5636.47,463.198364,428.788879
5637.94,460.674103,465.743835
5639.41,489.648376,489.218842
5640.88,483.37619,481.994202
5642.35,469.789825,464.858124
5643.82,411.389465,408.26413
5645.29,513.53656,515.377319
5646.76,428.076813,429.880463
5648.23,457.91095,459.721039
5649.7,518.844299,521.997437
5651.17,487.976562,484.01593
5652.64,529.399231,532.78125
5654.11,472.715851,475.185791
5655.58,449.59375,453.087646
5657.05,460.934723,463.567291
5658.52,445.165131,444.48114
5659.99,489.00235,489.162781
5661.46,521.536499,518.540955
5662.93,479.295288,479.426544
5664.4,457.669495,466.805054
5665.87,483.707153,480.735199
5667.34,520.427856,524.054688
5668.81,511.663605,516.968384
5670.28,519.807068,530.035095
5671.75,451.673309,450.239136
5673.22,563.61615,562.835388
5674.69,510.429474,514.62616
5676.16,508.098877,499.434692
5677.63,498.353302,497.606842
5679.1,486.879913,483.76001
5680.57,481.727539,486.954437
5682.04,503.265472,500.273376
5683.5,456.783539,453.81665
5684.97,486.094452,483.750183
5686.44,520.63385,516.777283
5687.91,480.987427,486.504181
5689.38,468.196686,472.496307
5690.85,462.086151,456.722229
5692.32,488.028839,480.523346
5693.79,508.279907,504.83844
5695.26,492.21347,498.126648
5696.73,507.640472,505.399597
5698.2,475.163208,475.216705
5699.67,490.916931,485.629242
5701.14,497.787567,506.464417
5702.61,459.164001,452.859619
5704.08,489.070374,491.424286
5705.55,496.465393,492.091003
5707.02,503.039734,504.392334
5708.49,503.081177,502.561829
5709.96,484.607208,486.835876
5711.43,479.210937,475.440186
5712.9,496.495911,495.048096
5714.37,432.79306,439.72171
5715.84,463.023468,457.717773
5717.31,541.646118,536.336426
5718.78,484.848206,492.386658
5720.25,451.101471,447.241333
5721.72,515.174194,514.652405
5723.19,438.806427,439.023834
5724.66,422.085144,429.080292
5726.13,438.187653,437.829376
5727.6,503.070099,502.4151
5729.07,456.368958,452.673523
5730.54,442.321136,442.280151
5732.01,499.218262,501.992065
5733.48,504.550964,503.233734
5734.95,418.488739,412.344727
5736.42,457.742706,456.651489
5737.89,530.424133,521.790222
5739.36,500.804993,504.084351
5740.83,491.206329,498.405487
5742.3,529.0979,529.984131
5743.77,486.197906,483.931915
5745.24,501.563202,506.368835
5746.71,509.696838,507.280701
5748.18,501.910339,499.922455
5749.65,460.719543,461.623413
5751.12,491.337921,493.125244
5752.59,497.821228,502.291138
5754.06,417.448151,419.25354
5755.53,490.337799,489.070526
5757,473.440521,476.775238
5758.47,432.551605,431.020386
5759.94,449.80954,447.199982
5761.41,467.829559,469.937012
5762.88,497.632477,500.192688
5764.35,511.394684,512.564697
5765.82,518.25177,516.14624
5767.29,479.139648,472.783539
5768.76,515.628357,516.306274
5770.23,505.033661,503.999512
5771.7,428.656342,432.349365
5773.17,475.934692,475.869995
5774.64,499.991333,498.002106
5776.11,462.438751,464.325073
5777.58,483.832214,487.211792
5779.05,490.56192,492.583557
5780.52,483.732697,486.33197
5781.99,496.2742,495.714081
5783.45,507.935211,506.097534
5784.92,539.514465,537.497375
5786.39,503.807098,496.637207
5787.86,499.473999,502.996002
5789.33,499.309174,504.862244
5790.8,473.953674,469.704712
5792.27,485.455353,485.728943
5793.74,448.649872,452.110565
5795.21,472.719818,469.665253
5796.68,481.312347,478.815399
5798.15,461.864594,466.776062
5799.62,455.630219,461.692993
5801.09,443.836304,445.436584
5802.56,477.438324,477.23407
5804.03,510.771301,508.785797
5805.5,507.777222,508.531372
5806.97,458.151337,462.238892
5808.44,506.711212,502.983337
5809.91,550.394348,545.792969
5811.38,481.031982,477.993896
5812.85,480.83194,479.335419
5814.32,550.568237,553.479004
5815.79,518.168274,516.183594
5817.26,518.103638,518.552124
5818.73,545.567444,552.318909
5820.2,501.676514,507.74057
5821.67,499.587494,498.523132
5823.14,497.641693,496.191132
5824.61,483.331329,486.340057
5826.08,469.584137,463.782745
5827.55,481.65094,474.486359
5829.02,533.597412,534.816895
5830.49,498.946259,498.924225
5831.96,470.113922,461.226227
5833.43,491.48114,494.726685
5834.9,451.473816,458.821228
5836.37,471.28476,472.007935
5837.84,522.231384,521.141296
5839.31,445.343414,446.995178
5840.78,476.843292,477.287231
5842.25,472.856079,478.566101
5843.72,500.664246,503.368713
5845.19,455.838715,455.127594
5846.66,494.231812,496.271912
5848.13,504.676147,505.183075
5849.6,501.016357,497.31427
5851.07,520.036926,522.189148
5852.54,487.683136,483.575714
5854.01,508.502594,512.692627
5855.48,527.941467,525.021606
5856.95,530.965515,524.610413
5858.42,510.701111,511.838165
5859.89,510.203979,515.381409
5861.36,523.044128,528.117798
5862.83,554.347168,557.708252
5864.3,537.045288,539.393494
5865.77,591.06189,597.854187
5867.24,528.855774,530.604553
5868.71,533.055786,533.359802
5870.18,544.521057,543.486877
5871.65,488.749115,500.129639
5873.12,600.682983,601.221008
5874.59,528.249512,528.979492
5876.06,504.655029,503.026672
5877.53,518.248596,522.839233
5879,519.134705,521.21759
5880.47,505.857056,494.35968
5881.93,510.019958,510.628937
5883.4,494.037201,495.369354
5884.87,494.768402,486.246155
5886.34,583.693726,588.385681
5887.81,506.806274,508.457428
5889.28,545.752441,543.239624
5890.75,467.179657,474.413574
5892.22,474.166962,479.06665
5893.69,483.278015,492.865479
5895.16,432.855408,444.795868
5896.63,493.139832,499.30072
5898.1,489.20343,490.377472
5899.57,513.579895,522.346863
5901.04,456.140472,452.851501
5902.51,459.133575,458.508881
5903.98,521.174316,520.706177
5905.45,492.626892,503.237091
5906.92,533.05835,529.026184
5908.39,546.208374,544.703247
5909.86,501.48938,497.275879
5911.33,537.394897,531.271484
5912.8,506.964691,508.656342
5914.27,478.396118,483.914581
5915.74,476.431244,471.475616
5917.21,471.018036,472.511688
5918.68,488.19635,484.345367
5920.15,510.912445,507.824524
5921.62,569.512329,571.395325
5923.09,431.844818,431.951782
5924.56,512.424622,522.389526
5926.03,498.664581,497.730377
5927.5,560.902161,566.045898
5928.97,601.407166,598.199768
5930.44,528.816101,525.737854
5931.91,496.862915,487.335846
5933.38,534.627686,533.181824
5934.85,543.747864,550.381592
5936.32,568.67627,575.655212
5937.79,544.081421,550.073059
5939.26,501.540405,500.194885
5940.73,489.047974,486.228607
5942.2,538.629395,527.473633
5943.67,498.481262,499.044769
5945.14,538.608215,532.646301
5946.61,536.433228,542.152283
5948.08,542.036865,549.783936
5949.55,515.218811,513.897705
5951.02,473.78772,470.649231
5952.49,518.812744,518.679016
5953.96,502.990601,492.968109
5955.43,486.535736,486.616455
5956.9,531.775574,531.112366
5958.37,502.719055,505.372498
5959.84,529.950745,529.463806
5961.31,532.15271,530.823547
5962.78,586.856995,584.291443
5964.25,478.59668,489.224823
5965.72,479.814697,474.977966
5967.19,526.838257,528.958374
5968.66,552.282715,556.755249
5970.13,507.032806,513.013062
5971.6,563.227417,561.908081
5973.07,496.913879,490.708099
5974.54,504.087616,497.50531
5976.01,508.06546,506.540924
5977.48,520.54895,517.400818
5978.95,555.017883,559.068176
5980.42,559.151489,551.994934
5981.88,534.259888,528.692444
5983.35,521.041382,522.839966
5984.82,584.491516,585.521667
5986.29,560.727356,562.882019
5987.76,554.405212,542.608459
5989.23,484.933136,485.190613
5990.7,452.609436,451.031067
5992.17,513.878784,508.879517
5993.64,484.512756,488.336914
5995.11,519.329224,519.043945
5996.58,508.004639,502.133057
5998.05,516.79187,511.293427
5999.52,514.507446,516.906982
6000.99,504.567505,507.726837
6002.46,509.02063,512.240417
6003.93,476.345917,474.037109
6005.4,513.391418,505.910431
6006.87,518.295105,519.000854
6008.34,514.703369,512.79248
6009.81,505.587097,508.220703
6011.28,523.257446,527.993164
6012.75,540.984985,542.697876
6014.22,540.793945,538.921204
6015.69,477.886169,479.210327
6017.16,514.102478,509.525848
6018.63,531.399109,526.030579
6020.1,494.057281,496.337006
6021.57,488.869049,492.312744
6023.04,536.332642,539.660034
6024.51,476.410248,480.470062
6025.98,415.366486,415.130951
6027.45,442.196228,439.308899
6028.92,417.74118,422.278992
6030.39,411.157532,418.550629
6031.86,435.433533,441.778534
6033.33,437.90155,440.932098
6034.8,463.293732,462.599121
6036.27,469.628784,467.884918
6037.74,469.555634,465.087769
6039.21,498.928192,499.70166
6040.68,487.015564,486.141602
6042.15,520.127075,517.528687
6043.62,533.873535,532.03125
6045.09,477.70929,476.430328
6046.56,483.046295,477.636688
6048.03,516.184326,507.122437
6049.5,533.998779,532.790649
6050.97,498.137695,501.625854
6052.44,490.19397,489.221619
6053.91,495.710083,490.83667
6055.38,501.94696,505.347565
6056.85,545.147583,548.035583
6058.32,482.168091,477.367035
6059.79,508.456757,502.257813
6061.26,522.251343,522.331665
6062.73,501.965424,502.049286
6064.2,516.842957,515.73291
6065.67,531.397461,528.738708
6067.14,513.852051,511.056915
6068.61,484.194153,484.734833
6070.08,504.222382,505.373932
6071.55,559.11261,558.132629
6073.02,536.462036,534.657959
6074.49,523.102539,526.718994
6075.96,523.989868,521.628418
6077.43,535.765442,529.110352
6078.9,526.747559,519.875488
6080.37,505.023987,505.272247
6081.83,472.314484,470.957672
6083.3,493.742859,491.590393
6084.77,513.059082,513.528809
6086.24,532.24762,535.995056
6087.71,526.838379,524.765076
6089.18,475.532654,474.148956
6090.65,473.508087,482.666412
6092.12,507.955719,507.768127
6093.59,461.188141,461.254608
6095.06,489.508026,492.108124
6096.53,494.526459,485.592743
6098,532.808594,529.62439
6099.47,488.866516,486.994507
6100.94,527.164551,527.406799
6102.41,509.942505,510.053436
6103.88,550.958679,549.417542
6105.35,549.413452,546.501831
6106.82,534.443604,530.868591
6108.29,550.688171,555.142822
6109.76,518.835571,519.313538
6111.23,554.247803,557.252197
6112.7,529.255676,529.109802
6114.17,505.33429,504.001495
6115.64,516.000244,525.456543
6117.11,511.11087,515.265808
6118.58,504.466339,501.390869
6120.05,565.313416,562.115112
6121.52,537.622681,534.195129
6122.99,537.623108,532.335693
6124.46,517.529358,524.026611
6125.93,509.075653,502.569916
6127.4,512.868652,514.058411
6128.87,540.757813,533.640137
6130.34,507.783447,509.144318
6131.81,521.207825,513.558838
6133.28,539.401611,540.654053
6134.75,489.513519,487.809021
6136.22,516.639099,520.081238
6137.69,572.6651,575.124573
6139.16,524.507141,522.438049
6140.63,506.919647,505.998505
6142.1,570.977356,577.779846
6143.57,544.87854,541.212036
6145.04,489.192749,495.883423
6146.51,556.572388,560.241455
6147.98,498.644806,499.850342
6149.45,538.661804,532.468506
6150.92,527.698364,525.438416
6152.39,492.719971,490.932495
6153.86,493.012634,495.388458
6155.33,509.523743,507.34903
6156.8,511.833984,512.649109
6158.27,524.180603,524.124573
6159.74,497.829102,499.296448
6161.21,501.713287,499.636108
6162.68,548.871216,546.533752
6164.15,552.406372,555.022583
6165.62,553.449036,553.835144
6167.09,522.830444,528.85321
6168.56,561.293335,556.73999
6170.03,569.00885,562.380066
6171.5,553.819397,545.229858
6172.97,525.246582,524.290588
6174.44,521.571899,527.205017
6175.91,514.314636,512.963013
6177.38,515.101685,512.026306
6178.85,581.912598,580.505371
6180.31,543.505249,540.286682
6181.78,510.820801,506.893341
6183.25,543.524841,543.258789
6184.72,597.019104,595.451965
6186.19,541.513306,540.791992
6187.66,521.865845,524.995605
6189.13,549.654175,548.463562
6190.6,531.145325,535.068176
6192.07,524.627808,525.098267
6193.54,552.919739,549.083008
6195.01,529.931946,519.8797
6196.48,608.887329,604.567322
6197.95,546.504578,542.012756
6199.42,600.108643,605.772034
6200.89,510.977295,508.03241
6202.36,539.118652,539.516235
6203.83,603.923401,602.841614
6205.3,532.766724,529.378357
6206.77,561.176941,559.980225
6208.24,592.957336,588.752747
6209.71,555.463867,554.693604
6211.18,560.533386,558.467712
6212.65,600.862427,607.232971
6214.12,579.096436,579.963196
6215.59,587.471924,587.905273
6217.06,530.029968,531.826355
6218.53,574.983765,568.144714
6220,575.497375,568.557312
6221.47,631.322815,627.657715
6222.94,599.229126,594.159607
6224.41,555.684692,549.976929
6225.88,566.143494,564.055237
6227.35,542.594604,537.740295
6228.82,547.675232,547.424988
6230.29,506.815277,502.050751
6231.76,502.906921,496.141174
6233.23,534.088928,536.323914
6234.7,520.92804,518.682739
6236.17,544.260254,551.195679
6237.64,534.234375,534.359497
6239.11,566.444885,565.309448
6240.58,585.702026,587.831482
6242.05,591.518799,586.300354
6243.52,582.397461,585.608215
6244.99,527.930908,527.211792
6246.46,566.984802,563.195496
6247.93,531.664429,535.685486
6249.4,497.923859,499.454071
6250.87,537.015503,531.987671
6252.34,528.128418,532.908386
6253.81,565.974609,564.540771
6255.28,614.351196,608.008118
6256.75,585.53595,587.842957
6258.22,557.470886,564.488037
6259.69,549.424377,552.240662
6261.16,565.842712,561.723633
6262.63,531.464355,534.27002
6264.1,536.526489,541.313477
6265.57,583.83313,583.835449
6267.04,554.217285,553.970703
6268.51,549.27948,551.989441
6269.98,548.218018,548.656128
6271.45,526.153687,525.644531
6272.92,565.881958,569.861572
6274.39,602.771851,605.112915
6275.86,548.958069,549.630249
6277.33,528.941833,526.210205
6278.8,550.134094,549.566528
6280.26,483.72348,486.55957
6281.73,514.204712,508.716919
6283.2,486.586243,482.726868
6284.67,508.567078,508.32547
6286.14,596.573181,598.585999
6287.61,552.48291,710.929626
6289.08,687.651611,704.71991
6290.55,565.030029,559.609375
6292.02,583.702148,584.539734
6293.49,531.872009,534.376831
6294.96,532.636169,533.419312
6296.43,501.874573,509.842468
6297.9,607.318054,612.7948
6299.37,595.570374,593.75824
6300.84,501.222321,494.200836
6302.31,483.131592,483.586914
6303.78,520.074585,517.16571
6305.25,501.334564,497.060669
6306.72,489.714294,493.140747
6308.19,536.334412,533.486328
6309.66,481.106293,484.0513
6311.13,505.460297,500.462128
6312.6,550.314392,547.989502
6314.07,513.722778,519.281982
6315.54,484.603546,486.668579
6317.01,543.668945,538.454773
6318.48,532.11792,529.637146
6319.95,550.930908,543.215698
6321.42,566.836243,568.078247
6322.89,513.236755,511.154449
6324.36,598.780823,596.028503
6325.83,524.96875,522.369324
6327.3,554.412964,549.72113
6328.77,501.291748,493.085754
6330.24,549.334167,545.934448
6331.71,588.557861,586.990356
6333.18,568.472412,566.418152
6334.65,482.68399,479.858643
6336.12,517.477966,514.487976
6337.59,551.733032,547.34729
6339.06,542.599243,542.658997
6340.53,555.245422,558.677429
6342,539.526672,540.375305
6343.47,549.783386,552.421753
6344.94,606.695435,614.868835
6346.41,642.808838,635.846558
6347.88,514.683838,511.300934
6349.35,569.661621,571.722473
6350.82,518.075928,520.236755
6352.29,570.554199,567.286316
6353.76,537.508057,533.084473
6355.23,532.496948,532.058899
6356.7,527.503906,515.612549
6358.17,524.375122,521.083557
6359.64,605.106812,599.606445
6361.11,601.027893,607.432556
6362.58,532.077332,533.222351
6364.05,534.239685,537.716797
6365.52,484.851044,483.330933
6366.99,609.550659,644.503845
6368.46,559.685059,691.851685
6369.93,535.976929,565.941162
6371.4,476.619232,475.042969
6372.87,557.715759,556.83075
6374.34,504.061462,507.814209
6375.81,528.469543,529.047546
6377.28,563.881653,564.039978
6378.74,514.557678,522.542969
6380.21,542.012695,547.25415
6381.68,572.469788,568.690063
6383.15,541.91626,538.858643
6384.62,533.405823,536.592896
6386.09,540.050415,538.996704
6387.56,546.879639,542.618408
6389.03,524.636902,525.797485
6390.5,513.075806,510.889008
6391.97,493.011292,492.173706
6393.44,509.391602,508.817017
6394.91,547.599182,545.394897
6396.38,534.009399,528.88031
6397.85,483.330933,484.897949
6399.32,551.540344,553.036926
6400.79,500.332367,509.390289
6402.26,529.256287,530.717529
6403.73,529.686707,529.252014
6405.2,467.436707,465.476776
6406.67,510.327087,512.007202
6408.14,519.012024,527.08783
6409.61,532.888306,530.696533
6411.08,542.889099,540.072998
6412.55,523.802612,527.481689
6414.02,534.632324,540.097961
6415.49,560.564026,561.280518
6416.96,553.956238,550.351929
6418.43,557.979431,560.738037
6419.9,523.456238,516.416687
6421.37,540.533508,537.325623
6422.84,546.578369,541.1427
6424.31,531.084778,535.788879
6425.78,599.142761,594.741882
6427.25,626.072083,627.133301
6428.72,502.903473,501.477539
6430.19,543.293762,545.938843
6431.66,563.712524,568.305176
6433.13,543.685059,542.219482
6434.6,564.711121,559.141541
6436.07,540.830566,535.157532
6437.54,541.96051,542.064941
6439.01,582.179932,581.646484
6440.48,549.045105,552.681946
6441.95,503.635437,507.046997
6443.42,541.904663,545.96582
6444.89,581.250488,582.863098
6446.36,513.427734,513.430176
6447.83,591.521606,591.904846
6449.3,620.053101,618.463074
6450.77,548.031799,544.465088
6452.24,602.110596,597.128906
6453.71,574.437134,574.229248
6455.18,546.260071,542.826294
6456.65,579.015991,579.214844
6458.12,569.859009,575.89563
6459.59,509.473541,503.772522
6461.06,552.086487,548.603394
6462.53,561.044495,561.012207
6464,608.269348,600.238037
6465.47,571.377014,571.942017
6466.94,529.633118,530.853943
6468.41,552.909912,552.916748
6469.88,556.709595,560.406677
6471.35,589.871155,591.854797
6472.82,569.741638,566.427246
6474.29,572.800476,569.262268
6475.76,587.894714,591.502747
6477.23,530.557861,532.002441
6478.69,608.373352,603.503418
6480.16,623.502502,614.517822
6481.63,556.477661,554.472595
6483.1,544.501038,543.998291
6484.57,566.268555,565.427185
6486.04,569.084717,572.989563
6487.51,515.131531,515.530151
6488.98,550.687866,549.676453
6490.45,578.621155,579.777039
6491.92,585.78772,582.858398
6493.39,592.953003,589.485901
6494.86,605.02771,606.538696
6496.33,602.901245,606.335205
6497.8,599.585571,594.207275
6499.27,580.073853,574.365845
6500.74,558.253113,555.441895
6502.21,552.584839,550.151001
6503.68,572.571411,577.717834
6505.15,583.071289,585.157776
6506.62,521.546814,528.319519
6508.09,532.62915,539.285339
6509.56,579.035095,573.680664
6511.03,560.038757,557.594727
6512.5,551.895081,548.761047
6513.97,531.458862,533.300903
6515.44,595.837524,594.717834
6516.91,543.584778,545.486206
6518.38,568.008728,561.276245
6519.85,577.283508,578.424805
6521.32,563.83606,569.431458
6522.79,560.094727,557.797302
6524.26,631.18866,632.039917
6525.73,611.507935,615.386353
6527.2,574.697449,576.062439
6528.67,564.542664,563.338318
6530.14,567.776245,565.38031
6531.61,537.148193,538.986694
6533.08,527.571838,533.609192
6534.55,574.206665,579.584229
6536.02,545.420837,551.006165
6537.49,627.574524,622.802124
6538.96,615.583374,615.601196
6540.43,576.864258,578.700317
6541.9,601.043091,600.802368
6543.37,574.976563,577.391724
6544.84,505.900543,502.158905
6546.31,593.400879,590.035095
6547.78,595.800842,601.676697
6549.25,635.780579,640.343628
6550.72,603.639832,600.213379
6552.19,578.076782,575.188599
6553.66,624.101624,621.046326
6555.13,546.073303,547.79718
6556.6,568.003235,564.276489
6558.07,596.369751,595.770447
6559.54,547.983337,550.440613
6561.01,564.59259,564.551758
6562.48,576.717834,577.773254
6563.95,517.230896,520.320007
6565.42,591.052551,592.595215
6566.89,619.776062,625.982605
6568.36,583.366394,585.136292
6569.83,554.039612,550.675476
6571.3,559.785767,553.697266
6572.77,561.052551,563.026794
6574.24,613.871887,602.225769
6575.71,601.601563,600.035095
6577.18,637.782715,640.999146
6578.64,605.503235,605.183411
6580.11,637.923218,640.262085
6581.58,561.829529,562.771912
6583.05,645.809937,636.035889
6584.52,559.424561,563.305725
6585.99,564.861023,573.005005
6587.46,585.174744,582.376343
6588.93,550.574341,549.142212
6590.4,557.539063,556.305969
6591.87,600.174133,596.051941
6593.34,630.487976,633.068176
6594.81,608.041992,604.26532
6596.28,610.204163,609.182129
6597.75,640.680481,635.310974
6599.22,615.678101,617.478943
6600.69,581.518433,578.621826
6602.16,546.158752,544.962708
6603.63,523.640991,517.00177
6605.1,609.021912,604.521606
6606.57,589.164368,590.611877
6608.04,569.226685,568.592407
6609.51,589.000549,584.050903
6610.98,557.628479,555.040894
6612.45,591.134338,591.205811
6613.92,565.141052,564.369751
6615.39,589.712463,586.69696
6616.86,576.709351,575.300598
6618.33,639.957581,639.575195
6619.8,618.602051,624.503357
6621.27,550.295776,547.283691
6622.74,575.314514,574.273743
6624.21,585.197754,585.891907
6625.68,578.849792,582.03064
6627.15,592.192688,595.735046
6628.62,563.844238,566.576843
6630.09,659.684937,657.170166
6631.56,591.66687,589.244873
6633.03,620.450256,617.184082
6634.5,645.59906,653.628235
6635.97,585.828857,588.044373
6637.44,602.993042,597.287292
6638.91,543.2453,542.237854
6640.38,598.546753,598.929993
6641.85,580.826172,580.513611
6643.32,594.552673,593.907715
6644.79,570.402527,568.393372
6646.26,546.913757,551.286987
6647.73,567.324219,562.758972
6649.2,537.202148,535.349121
6650.67,568.307373,571.106079
6652.14,557.869324,560.016174
6653.61,590.529114,590.596619
6655.08,645.806335,647.120361
6656.55,593.516968,593.659607
6658.02,587.620117,590.116028
6659.49,619.885864,620.327881
6660.96,575.045776,580.334778
6662.43,569.824524,575.049194
6663.9,612.962463,613.794373
6665.37,613.686951,610.099182
6666.84,575.828674,566.97998
6668.31,637.080444,635.171692
6669.78,662.671509,663.9151
6671.25,615.255554,617.813416
6672.72,579.715271,576.226074
6674.19,614.356079,604.726868
6675.66,615.052979,612.602112
6677.12,566.787109,563.358215
6678.59,572.148254,569.94751
6680.06,594.845825,595.822937
6681.53,604.545044,602.891296
6683,605.397034,607.23877
6684.47,655.997925,654.405212
6685.94,635.963806,629.223938
6687.41,631.986267,625.786987
6688.88,657.507874,654.395142
6690.35,641.555847,647.767822
6691.82,631.081543,629.930176
6693.29,645.853088,644.44281
6694.76,653.115601,656.409607
6696.23,636.487305,628.934265
6697.7,596.202393,591.400818
6699.17,620.109924,623.763245
6700.64,666.810608,662.343506
6702.11,654.23822,648.655945
6703.58,616.515381,616.765503
6705.05,580.540527,579.55896
6706.52,657.991211,657.102966
6707.99,642.943115,643.296082
6709.46,582.39093,580.920715
6710.93,600.597839,600.55658
6712.4,552.560303,557.839722
6713.87,585.241577,588.340332
6715.34,613.165466,615.058594
6716.81,651.997681,654.224121
6718.28,632.404175,639.95105
6719.75,549.611694,555.178101
6721.22,591.798157,593.664612
6722.69,627.301758,629.118225
6724.16,584.850586,578.799805
6725.63,589.655029,590.477173
6727.1,577.76709,578.217468
6728.57,568.568726,566.666016
6730.04,609.597168,610.114807
6731.51,615.834229,609.041992
6732.98,597.807556,599.092285
6734.45,637.389587,640.381042
6735.92,619.832153,620.645447
6737.39,688.338501,688.730896
6738.86,679.307251,672.103394
6740.33,737.482666,736.51123
6741.8,713.900146,714.516846
6743.27,627.522095,634.932129
6744.74,596.157104,600.517273
6746.21,585.413269,581.14093
6747.68,560.707458,562.34436
6749.15,606.142334,606.847168
6750.62,607.642273,609.010498
6752.09,595.851868,589.153381
6753.56,610.050659,611.591309
6755.03,575.056335,581.710022
6756.5,586.548706,581.487
6757.97,615.927551,617.877808
6759.44,593.925476,592.694031
6760.91,585.837158,587.065613
6762.38,595.558655,594.895325
6763.85,579.755554,582.821655
6765.32,564.504089,564.165039
6766.79,636.229553,633.621216
6768.26,636.895935,631.828247
6769.73,597.840454,594.826965
6771.2,598.503662,596.750732
6772.67,604.719849,596.769897
6774.14,641.441528,644.131592
6775.61,561.661621,558.515625
6777.07,583.795776,590.705872
6778.54,638.562927,637.776062
6780.01,634.517212,636.429138
6781.48,589.203796,590.95813
6782.95,572.922058,582.831116
6784.42,604.316956,600.883362
6785.89,644.890869,645.96991
6787.36,581.233521,581.01123
6788.83,577.832886,576.073853
6790.3,565.459778,562.389526
6791.77,615.287415,612.456055
6793.24,579.115601,585.681213
6794.71,545.67627,549.575195
6796.18,593.494629,589.070129
6797.65,632.224365,627.503967
6799.12,581.323547,580.121033
6800.59,564.424438,563.986389
6802.06,571.355957,565.293274
6803.53,590.750122,592.764954
6805,587.511902,581.337585
6806.47,552.373169,550.55426
6807.94,602.64801,603.835205
6809.41,529.684021,534.501038
6810.88,589.818909,590.477295
6812.35,628.376465,625.683899
6813.82,590.234558,587.511292
6815.29,521.401672,521.278259
6816.76,630.989197,631.154724
6818.23,587.756348,586.152954
6819.7,588.369934,593.957764
6821.17,569.608582,566.996399
6822.64,577.317505,574.796509
6824.11,499.386475,496.378418
6825.58,544.950562,548.388733
6827.05,633.464417,635.035095
6828.52,592.215637,590.223267
6829.99,632.509705,645.950012
6831.46,551.632141,561.749268
6832.93,582.054321,581.825134
6834.4,567.907104,567.669373
