spectral_axis,intensity
4446,0.875203
4448,0.892227
4450,0.940522
4452,0.954515
4454,0.960407
4456,0.952419
4458,0.975901
4460,1.016804
4462,1.018616
4464,1.014906
4466,0.996919
4468,1.004822
4470,0.977204
4472,0.959925
4474,0.958707
4476,0.976524
4478,0.981226
4480,0.980008
4482,0.976411
4484,1.00012
4486,1.026321
4488,1.026718
4490,1.017823
4492,0.990206
4494,0.972304
4496,0.947802
4498,0.932619
4500,0.931118
4502,0.933101
4504,0.954713
4506,0.964627
4508,0.998023
4510,1.028219
4512,1.057111
4514,1.062805
4516,1.044223
4518,1.001904
4520,0.982019
4522,0.977119
4524,1.012016
4526,1.016804
4528,1.013121
4530,1.015416
4532,1.011308
4534,1.012328
4536,0.99131
4538,1.012101
4540,1.028304
4542,1.071302
4544,1.102008
4546,1.125716
4548,1.116312
4550,1.121722
4552,1.102319
4554,1.089204
4556,1.065411
4558,1.079319
4560,1.071302
4562,1.040512
4564,1.018616
4566,1.011223
4568,0.999921
4570,0.977204
4572,0.983011
4574,0.991509
4576,1.00992
4578,1.03632
4580,1.073823
4582,1.078724
4584,1.056913
4586,1.041702
4588,1.032128
4590,1.022327
4592,1.010402
4594,1.018503
4596,1.047112
4598,1.068923
4600,1.097305
4602,1.099402
4604,1.092122
4606,1.078922
4608,1.068725
4610,1.055723
4612,1.062918
4614,1.075325
4616,1.095011
4618,1.091612
4620,1.078724
4622,1.050823
4624,1.027907
4626,1.010119
4628,1.02261
4630,1.019126
4632,1.02431
4634,1.023403
4636,1.027822
4638,1.03751
4640,1.042014
4642,1.024423
4644,1.01941
4646,1.027511
4648,1.062521
4650,1.079007
4652,1.086627
4654,1.11161
4656,1.120306
4658,1.119003
4660,1.10062
4662,1.093425
4664,1.076628
4666,1.075126
4668,1.078724
4670,1.106625
4672,1.123224
4674,1.112715
4676,1.077817
4678,1.037821
4680,1.050823
4682,1.078412
4684,1.077109
4686,1.039011
4688,1.017427
4690,1.037708
4692,1.0666
4694,1.063711
4696,1.059802
4698,1.059604
4700,1.072407
4702,1.057309
4704,1.04122
4706,1.018503
4708,1.014707
4710,1.001111
4712,1.008816
4714,1.025216
4716,1.03802
4718,1.012923
4720,1.002301
4722,1.008419
4724,1.0353
4726,1.056516
4728,1.06272
4730,1.062805
4732,1.038728
4734,1.032808
4736,1.0287
4738,1.040201
4740,1.042608
4742,1.029125
4744,1.006521
4746,0.975703
4748,0.980008
4750,0.996012
4752,0.997627
4754,1.002017
4756,0.996721
4758,1.028814
4760,1.041022
4762,1.053825
4764,1.06102
4766,1.059009
4768,1.038218
4770,1.0172
4772,1.004425
4774,1.013603
4776,1.04071
4778,1.086825
4780,1.104104
4782,1.084417
4784,1.064419
4786,1.081415
4788,1.111808
4790,1.102602
4792,1.072407
4794,1.021222
4796,1.005813
4798,0.980207
4800,1.004425
4802,1.028417
4804,1.0468
4806,1.037226
4808,1.019013
4810,1.017625
4812,1.020203
4814,1.032411
4816,1.036122
4818,1.039011
4820,1.025103
4822,1.022525
4824,1.017427
4826,1.041815
4828,1.053202
4830,1.054307
4832,1.057224
4834,1.083709
4836,1.114216
4838,1.137811
4840,1.142315
4842,1.143901
4844,1.112601
4846,1.094416
4848,1.082321
4850,1.090111
4852,1.084304
4854,1.084219
4856,1.087306
4858,1.124611
4860,1.14832
4862,1.137613
4864,1.112601
4866,1.105917
4868,1.126509
4870,1.126509
4872,1.120023
4874,1.106823
4876,1.123818
4878,1.134611
4880,1.162908
4882,1.145318
4884,1.109712
4886,1.092518
4888,1.098608
4890,1.122204
4892,1.116
4894,1.102404
4896,1.099515
4898,1.097022
4900,1.103112
4902,1.120023
4904,1.132713
4906,1.124413
4908,1.073823
4910,1.028021
4912,1.017625
4914,1.028615
4916,1.037906
4918,1.050823
4920,1.06221
4922,1.092207
4924,1.094105
4926,1.06711
4928,1.019608
4930,0.987203
4932,0.98641
4934,1.008023
4936,1.025726
4938,1.054703
4940,1.072322
4942,1.084304
4944,1.085324
4946,1.074815
4948,1.074418
4950,1.063711
4952,1.053514
4954,1.037028
4956,1.032128
4958,1.029918
4960,1.010912
4962,0.973607
4964,0.957008
4966,0.975618
4968,0.995304
4970,1.000516
4972,1.034309
4974,1.058924
4976,1.074107
4978,1.058414
4980,1.044025
4982,1.034309
4984,1.019523
4986,1.045101
4988,1.064108
4990,1.067223
4992,1.073002
4994,1.118606
4996,1.158121
4998,1.228001
5000,1.323402
5002,1.451491
5004,1.483499
5006,1.3945
5008,1.244515
5010,1.119428
5012,1.058017
5014,1.04901
5016,1.052721
5018,1.048217
5020,1.008419
5022,0.988704
5024,0.978705
5026,0.978904
5028,0.958028
5030,0.950323
5032,0.969811
5034,1.009807
5036,1.010204
5038,1.001904
5040,0.993605
5042,1.029125
5044,1.126906
5046,1.36708
5048,1.752
5050,2.150289
5052,2.283873
5054,2.069588
5056,1.630793
5058,1.264711
5060,1.064221
5062,0.995927
5064,0.966015
5066,0.954912
5068,0.956413
5070,0.959217
5072,0.973012
5074,0.991707
5076,1.008023
5078,1.001706
5080,0.969216
5082,0.945507
5084,0.915227
5086,0.910327
5088,0.916105
5090,0.938228
5092,0.948623
5094,0.957206
5096,0.965024
5098,0.972927
5100,0.970916
5102,0.989328
5104,1.020316
5106,1.013008
5108,0.997202
5110,0.983719
5112,0.981028
5114,0.967602
5116,0.949105
5118,0.943128
5120,0.947519
5122,0.949615
5124,0.9595
5126,0.971312
5128,1.00451
5130,1.036915
5132,1.041107
5134,1.0221
5136,1.021109
5138,1.003405
5140,0.968905
5142,0.9282
5144,0.915312
5146,0.933724
5148,0.941117
5150,0.9414
5152,0.975023
5154,1.020826
5156,1.048104
5158,1.007116
5160,0.968706
5162,0.980008
5164,1.006918
5166,0.988903
5168,0.96171
5170,0.951711
5172,0.950408
5174,0.935225
5176,0.917408
5178,0.931401
5180,0.953325
5182,0.953212
5184,0.952617
5186,0.976128
5188,1.012328
5190,1.033204
5192,1.008306
5194,0.964712
5196,0.948822
5198,0.952617
5200,0.957319
5202,0.932506
5204,0.91602
5206,0.904123
5208,0.867413
5210,0.823112
5212,0.801414
5214,0.817418
5216,0.837501
5218,0.858519
5220,0.870019
5222,0.864609
5224,0.849426
5226,0.846905
5228,0.869424
5230,0.905625
5232,0.935225
5234,0.951824
5236,0.956328
5238,0.961512
5240,0.988109
5242,1.004425
5244,0.992103
5246,0.956611
5248,0.929503
5250,0.941117
5252,0.970208
5254,0.994426
5256,1.005813
5258,1.008221
5260,1.020826
5262,1.01771
5264,0.992019
5266,0.970321
5268,0.984512
5270,0.990715
5272,0.964316
5274,0.926501
5276,0.94851
5278,0.999213
5280,1.030003
5282,1.026321
5284,1.022724
5286,1.025216
5288,1.019211
5290,1.013121
5292,1.000601
5294,0.981113
5296,0.960803
5298,0.96712
5300,0.986013
5302,0.991112
5304,0.971426
5306,0.95021
5308,0.94732
5310,0.954203
5312,0.94902
5314,0.942023
5316,0.94732
5318,0.978705
5320,1.024423
5322,1.067818
5324,1.088411
5326,1.075806
5328,1.073512
5330,1.092405
5332,1.120108
5334,1.117813
5336,1.076514
5338,1.040314
5340,1.037821
5342,1.059207
5344,1.073115
5346,1.066714
5348,1.07422
5350,1.088921
5352,1.076004
5354,1.040201
5356,1.031023
5358,1.046914
5360,1.057224
5362,1.029805
5364,1.011223
5366,1.004907
5368,1.008504
5370,1.01652
5372,1.022525
5374,1.017908
5376,0.999808
5378,1.000714
5380,1.006804
5382,1.01652
5384,1.027312
5386,1.033402
5388,1.026604
5390,1.008306
5392,1.007711
5394,1.021024
5396,1.052324
5398,1.08521
5400,1.089601
5402,1.066204
5404,1.04122
5406,1.045214
5408,1.049407
5410,1.044025
5412,1.030513
5414,1.0172
5416,1.003717
5418,0.990517
5420,0.996522
5422,1.029522
5424,1.047027
5426,1.040314
5428,1.017313
5430,1.008816
5432,1.004227
5434,0.982019
5436,0.957716
5438,0.94732
5440,0.958311
5442,0.979923
5444,0.986523
5446,0.965421
5448,0.926614
5450,0.9035
5452,0.927209
5454,0.989328
5456,1.059009
5458,1.099826
5460,1.104727
5462,1.086825
5464,1.060709
5466,1.036122
5468,1.007824
5470,0.990404
5472,0.995417
5474,1.007201
5476,1.006606
5478,0.990517
5480,0.98471
5482,0.989328
5484,1.003207
5486,1.019806
5488,1.032128
5490,1.036122
5492,1.032411
5494,1.026604
5496,1.013518
5498,0.995616
5500,0.983917
5502,0.992019
5504,1.026321
5506,1.055015
5508,1.057706
5510,1.039606
5512,1.006408
5514,0.984201
5516,0.972502
5518,0.96661
5520,0.969216
5522,0.964117
5524,0.959104
5526,0.956809
5528,0.962928
5530,0.979215
5532,0.974202
5534,0.970519
5536,0.989413
5538,1.026009
5540,1.038303
5542,1.040314
